Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Month_Name,Quarter,Hierarchical_Cluster,PCA1,PCA2
SC-12570,2024-03-21,Los Angeles,Singapore,Rail,Textiles,6373.99,184.22,4.39,9.3,Clear,0.618,5.88,0,2024,3,March,1,2,-0.3319302747584398,1.749439542471262
SC-12571,2024-12-20,Shanghai,Hamburg,Sea,Perishables,13638.61,271.61,3.88,9.9,Storm,0.992,49.853750000000005,0,2024,12,December,4,3,2.7561151833180557,-0.37528922631838085
SC-12572,2025-03-28,Shanghai,Antwerp,Road,Textiles,5161.69,74.9,1.56,5.8,Rain,0.771,4.23,1,2025,3,March,1,2,-0.7626455588064319,-0.3544151161556594
SC-12573,2025-11-02,Singapore,Rotterdam,Road,Automotive,7408.34,373.41,1.6,1.1,Rain,0.831,5.51,1,2025,11,November,4,0,-0.7037061766808085,-1.5540278857176908
SC-12574,2024-09-19,Los Angeles,Rotterdam,Rail,Perishables,3777.42,5.17,3.16,4.6,Clear,0.639,2.88,0,2024,9,September,3,2,-1.1546709591479605,1.5068878518597328
SC-12575,2025-05-05,Los Angeles,Antwerp,Air,Textiles,9786.9,85.13,2.34,7.9,Fog,0.661,0.63,1,2025,5,May,2,4,-0.02720550628589066,0.5645505319903803
SC-12576,2024-08-07,Hamburg,Shanghai,Air,Electronics,14695.23,290.82,1.32,0.3,Clear,0.668,0.5,0,2024,8,August,3,0,0.26457049594877335,-0.7786932606348573
SC-12577,2024-07-25,Rotterdam,Busan,Air,Pharmaceuticals,9250.65,357.48,2.99,0.6,Clear,0.849,0.57,0,2024,7,July,3,1,-0.7121890578726926,-0.6109060414724956
SC-12578,2025-07-05,Singapore,Shanghai,Rail,Automotive,5688.3,458.4,2.48,0.7,Storm,0.737,11.62,1,2025,7,July,3,2,-0.7602037183076341,-0.8886927789626171
SC-12579,2024-10-04,Shanghai,Dubai,Road,Automotive,9893.35,353.04,1.53,7.3,Hurricane,0.759,49.853750000000005,1,2024,10,October,4,3,2.106172005335171,-1.3250988650189202
SC-12580,2025-07-29,Los Angeles,Shanghai,Air,Textiles,2282.35,336.22,3.85,5.0,Fog,0.796,0.5,1,2025,7,July,3,1,-1.5666799768046151,0.1850711552578216
SC-12581,2025-12-13,Busan,Antwerp,Air,Automotive,13385.56,197.78,4.22,3.7,Storm,0.884,2.37,1,2025,12,December,4,1,0.21199322775646195,0.6268099818956134
SC-12582,2024-10-05,Dubai,Singapore,Rail,Pharmaceuticals,7794.72,1.64,3.7,1.1,Fog,0.545,8.47,0,2024,10,October,4,2,-0.49222108356618466,2.3059935386082766
SC-12583,2024-05-20,Rotterdam,Marseille,Sea,Perishables,7015.57,60.96,3.91,7.3,Storm,0.888,40.03,1,2024,5,May,2,3,1.1048261127225627,0.8071982409353199
SC-12584,2024-04-21,Busan,Dubai,Road,Pharmaceuticals,8995.04,267.74,1.91,3.2,Hurricane,0.782,49.34,1,2024,4,April,2,3,1.6413850177093623,-0.813658745141258
SC-12585,2025-09-22,Shanghai,Rotterdam,Sea,Perishables,9559.37,337.89,2.07,2.7,Clear,0.835,15.66,0,2025,9,September,3,0,0.1887289873659361,-1.1403259115106372
SC-12586,2025-08-23,Rotterdam,Antwerp,Sea,Textiles,1540.75,209.31,1.89,6.5,Hurricane,0.664,21.78,1,2025,8,August,3,2,-0.5283226557458258,-0.20825541598607922
SC-12587,2024-09-02,Dubai,Busan,Rail,Textiles,10397.95,365.61,3.72,5.6,Hurricane,0.705,49.853750000000005,1,2024,9,September,3,3,1.9991344270230318,0.35192180122788097
SC-12588,2024-09-05,Antwerp,Singapore,Air,Electronics,4008.01,261.41,4.33,3.6,Hurricane,0.616,2.39,1,2024,9,September,3,1,-1.2676454361420924,1.5028635061853761
SC-12589,2024-02-21,Antwerp,Busan,Road,Automotive,10852.31,38.01,3.57,6.4,Clear,0.99,8.77,1,2024,2,February,1,1,0.27974200906740104,0.2896934868722243
SC-12590,2025-11-16,Los Angeles,Antwerp,Air,Perishables,12426.75,96.82,4.11,2.7,Clear,0.749,0.5,0,2025,11,November,4,4,-0.050905734771679936,1.4471073624160764
SC-12591,2025-06-27,Los Angeles,Antwerp,Sea,Pharmaceuticals,12157.4,420.16,3.31,7.9,Fog,0.998,34.99,1,2025,6,June,2,1,1.7297204858482422,-1.2856368447552646
SC-12592,2024-08-19,Antwerp,Singapore,Air,Pharmaceuticals,8511.26,362.73,2.48,2.3,Clear,0.745,0.5,0,2024,8,August,3,2,-0.674552465298333,-0.5884358055825243
SC-12593,2025-10-15,Shanghai,Hamburg,Road,Textiles,8042.46,447.49,2.61,1.6,Fog,0.61,8.05,1,2025,10,October,4,2,-0.44555194357821365,-0.2638905216748943
SC-12594,2024-08-26,Dubai,Antwerp,Sea,Perishables,2571.7,59.66,1.45,7.8,Rain,0.754,5.59,0,2024,8,August,3,2,-0.977538793968117,-0.3399305617457212
SC-12595,2024-02-23,Shanghai,Hamburg,Road,Automotive,11742.52,495.12,1.3,7.1,Storm,0.52,28.52,1,2024,2,February,1,3,1.507546677467559,-1.0255098484105243
SC-12596,2024-04-12,Busan,Shanghai,Air,Electronics,4435.44,105.49,3.5,1.8,Fog,0.952,0.51,0,2024,4,April,2,1,-1.4411358504700538,0.18857114947358777
SC-12597,2025-02-27,Shanghai,Busan,Sea,Electronics,7702.08,6.88,2.65,1.2,Rain,0.909,14.77,0,2025,2,February,1,0,-0.2700173522673245,0.1389214636493384
SC-12598,2024-12-04,Rotterdam,Dubai,Sea,Electronics,4621.97,498.71,3.02,8.4,Clear,0.863,9.27,1,2024,12,December,4,0,-0.5615066749849336,-1.2482884089681074
SC-12599,2025-04-28,Busan,Marseille,Road,Textiles,2440.51,141.26,3.04,7.8,Fog,0.805,2.62,0,2025,4,April,2,2,-1.2098402021823185,0.2535036454356679
SC-12600,2024-04-12,Dubai,Marseille,Sea,Automotive,9628.59,334.34,2.12,3.3,Rain,0.79,17.94,0,2024,4,April,2,0,0.35109001376763926,-0.9242799764037132
SC-12601,2025-11-28,Hamburg,Dubai,Air,Pharmaceuticals,1287.81,89.16,2.77,6.6,Clear,0.998,0.5,0,2025,11,November,4,1,-1.605699235515115,-0.4949443425299606
SC-12602,2024-05-20,Singapore,Shanghai,Sea,Textiles,11355.36,290.53,2.75,1.2,Rain,0.639,20.04,0,2024,5,May,2,4,0.5961251672660198,0.2801237629814887
SC-12603,2024-01-06,Shanghai,Rotterdam,Rail,Automotive,5105.01,452.11,2.48,5.1,Hurricane,0.89,34.45,1,2024,1,January,1,3,0.4186541411260629,-1.5280461811052666
SC-12604,2025-07-17,Dubai,Antwerp,Sea,Automotive,501.95,160.77,3.91,0.2,Fog,0.791,0.7,0,2025,7,July,3,1,-2.1657159449342087,0.9112160390864483
SC-12605,2024-06-10,Busan,Antwerp,Sea,Perishables,7911.37,335.46,2.69,3.9,Storm,0.988,39.57,1,2024,6,June,2,3,0.9970991524763908,-1.3397063169464414
SC-12606,2025-02-20,Shanghai,Marseille,Air,Automotive,1179.35,94.76,3.19,0.7,Storm,0.914,0.5,1,2025,2,February,1,0,-2.0262297311122706,0.16715532485077164
SC-12607,2025-10-30,Antwerp,Rotterdam,Rail,Pharmaceuticals,4504.46,312.77,4.16,4.8,Fog,0.999,6.29,0,2025,10,October,4,1,-1.021591696480091,-0.31286005970963165
SC-12608,2025-05-02,Hamburg,Singapore,Road,Electronics,10751.16,168.89,4.06,4.2,Rain,0.794,8.52,0,2025,5,May,2,1,0.11837439378120378,0.9573908398295807
SC-12609,2025-05-03,Busan,Dubai,Air,Perishables,1409.0,106.39,4.14,4.4,Fog,0.602,0.5,1,2025,5,May,2,2,-1.6964278977300509,1.9577474723717379
SC-12610,2025-10-28,Hamburg,Marseille,Sea,Automotive,12670.41,157.28,2.09,0.5,Clear,0.752,18.45,0,2025,10,October,4,0,0.7010854902644396,-0.13117968304277192
SC-12611,2024-07-23,Busan,Los Angeles,Sea,Pharmaceuticals,555.39,90.24,1.32,3.6,Fog,0.856,1.84,0,2024,7,July,3,2,-1.7829232158159305,-0.8947051991711953
SC-12612,2024-10-21,Los Angeles,Busan,Road,Automotive,4078.95,451.06,2.06,7.6,Hurricane,0.887,25.99,1,2024,10,October,4,0,0.0673699765581298,-1.8262335518462056
SC-12613,2024-11-24,Antwerp,Marseille,Sea,Textiles,11243.11,199.2,2.12,3.7,Storm,0.5,49.853750000000005,0,2024,11,November,4,3,2.1301158390967285,0.6804740451349894
SC-12614,2024-10-19,Hamburg,Singapore,Rail,Textiles,5085.92,123.39,4.2,7.2,Hurricane,0.753,38.02,1,2024,10,October,4,3,0.7109686486929,1.31118577695588
SC-12615,2025-10-23,Antwerp,Busan,Sea,Electronics,1977.44,224.76,3.34,3.7,Fog,0.618,4.18,1,2025,10,October,4,1,-1.4722940429141145,0.9430002790827048
SC-12616,2024-03-01,Los Angeles,Hamburg,Sea,Electronics,5723.39,160.95,1.47,4.2,Rain,0.937,11.35,0,2024,3,March,1,0,-0.5105590690502725,-1.3539819500603805
SC-12617,2024-04-01,Shanghai,Singapore,Road,Textiles,4420.7,372.47,1.65,5.6,Fog,0.576,4.61,0,2024,4,April,2,2,-0.8610435934720317,-0.5738123817423902
SC-12618,2025-10-29,Busan,Shanghai,Rail,Pharmaceuticals,12719.32,485.64,1.71,9.5,Hurricane,0.833,49.853750000000005,1,2025,10,October,4,3,2.683023368636591,-1.976184412509173
SC-12619,2025-08-10,Dubai,Busan,Rail,Perishables,5043.54,219.58,3.28,1.1,Hurricane,0.633,29.8,1,2025,8,August,3,3,-0.022333165030378074,0.8910080359909366
SC-12620,2024-08-25,Rotterdam,Busan,Air,Textiles,11939.52,430.66,3.63,0.3,Clear,0.678,0.5,0,2024,8,August,3,2,-0.2870493553914141,0.25085280012457595
SC-12621,2025-07-01,Singapore,Dubai,Air,Electronics,13432.15,283.37,4.04,6.1,Clear,0.97,0.55,0,2025,7,July,3,1,0.2840063813693486,-0.16107375023819126
SC-12622,2024-02-08,Busan,Singapore,Sea,Automotive,6790.35,79.46,4.3,9.5,Hurricane,0.62,49.853750000000005,1,2024,2,February,1,3,1.7008872905670198,2.0318687095888275
SC-12623,2024-06-28,Shanghai,Dubai,Road,Perishables,13694.18,345.62,1.87,9.9,Rain,0.548,14.59,1,2024,6,June,2,3,1.3875105794599485,-0.24238584801682508
SC-12624,2025-03-03,Antwerp,Hamburg,Rail,Electronics,5971.11,257.2,2.22,4.8,Hurricane,0.535,41.71,1,2025,3,March,1,3,0.9703506391489487,0.3805818863216794
SC-12625,2024-06-29,Busan,Antwerp,Air,Automotive,14479.14,325.65,1.99,4.7,Hurricane,0.752,7.79,1,2024,6,June,2,0,0.8053065830031226,-0.8292163483740468
SC-12626,2024-02-07,Shanghai,Dubai,Road,Perishables,1794.7,444.95,2.38,6.4,Hurricane,0.821,11.33,1,2024,2,February,1,0,-1.0302818346050047,-1.3160697562428618
SC-12627,2025-02-10,Shanghai,Hamburg,Rail,Perishables,10461.78,220.78,4.22,5.6,Hurricane,0.664,49.853750000000005,1,2025,2,February,1,3,2.011836760268415,1.3627592780338722
SC-12628,2025-05-22,Rotterdam,Singapore,Road,Electronics,7660.3,450.69,3.1,6.3,Clear,0.845,5.12,1,2025,5,May,2,0,-0.3888388906274979,-0.9193380083151101
SC-12629,2024-07-09,Antwerp,Hamburg,Sea,Automotive,6120.91,375.58,3.64,8.7,Fog,0.531,18.97,0,2024,7,July,3,4,0.19720182413424361,0.9096421761339394
SC-12630,2024-10-23,Antwerp,Rotterdam,Air,Pharmaceuticals,9674.32,244.81,2.82,7.5,Hurricane,0.929,5.31,1,2024,10,October,4,1,0.03767746843584974,-0.7226354874731193
SC-12631,2024-02-08,Shanghai,Hamburg,Sea,Perishables,10705.93,302.01,1.3,5.0,Rain,0.908,23.05,1,2024,2,February,1,0,0.8749986911482199,-1.8493534314442392
SC-12632,2024-01-10,Rotterdam,Dubai,Sea,Textiles,563.27,163.46,1.41,4.6,Clear,0.993,1.06,1,2024,1,January,1,0,-1.7894096757823719,-1.6408827835747024
SC-12633,2024-11-01,Shanghai,Antwerp,Rail,Textiles,2920.82,491.82,2.98,6.4,Clear,0.968,3.69,1,2024,11,November,4,0,-1.2458505621775418,-1.644942137233694
SC-12634,2025-08-04,Dubai,Singapore,Sea,Automotive,10839.17,334.01,3.57,4.6,Rain,0.678,22.48,1,2025,8,August,3,4,0.8094593546825422,0.49014726007777104
SC-12635,2025-09-09,Los Angeles,Busan,Road,Automotive,10162.59,22.88,1.91,4.6,Clear,0.7,6.72,0,2025,9,September,3,2,0.08751660012119272,0.3741415841697107
SC-12636,2024-04-19,Dubai,Marseille,Road,Pharmaceuticals,14507.69,163.98,3.58,0.2,Fog,0.873,12.75,0,2024,4,April,2,1,0.6416379793873646,0.39324134880986317
SC-12637,2024-12-09,Los Angeles,Hamburg,Rail,Perishables,11535.05,312.03,3.88,1.7,Clear,0.567,8.62,0,2024,12,December,4,4,0.12824820497445405,1.2546257696541756
SC-12638,2024-10-18,Antwerp,Singapore,Road,Electronics,14286.2,29.11,2.56,4.9,Fog,0.657,15.43,1,2024,10,October,4,4,1.1494369750299176,0.9694981407453133
SC-12639,2025-04-10,Shanghai,Marseille,Sea,Perishables,10686.84,12.92,3.66,8.2,Fog,0.559,31.23,1,2025,4,April,2,3,1.4695709892713686,2.1048918887593366
SC-12640,2025-10-18,Los Angeles,Dubai,Air,Perishables,4821.76,225.56,2.53,2.8,Storm,0.727,0.5,1,2025,10,October,4,2,-1.228088509500949,-0.01833261079776377
SC-12641,2025-07-10,Antwerp,Singapore,Air,Electronics,2027.79,167.01,3.44,5.2,Rain,0.776,0.5,0,2025,7,July,3,1,-1.560218641074167,0.5774883768273831
SC-12642,2025-06-20,Busan,Antwerp,Road,Textiles,11836.45,219.71,3.72,3.4,Rain,0.606,10.03,0,2025,6,June,2,4,0.36090104942398826,1.2987004882601312
SC-12643,2025-05-20,Hamburg,Los Angeles,Sea,Perishables,9840.16,132.08,4.47,1.0,Clear,0.513,13.88,1,2025,5,May,2,4,0.040559551402895785,2.5016775009836807
SC-12644,2024-05-17,Hamburg,Rotterdam,Rail,Automotive,1198.7,83.19,2.34,9.6,Fog,0.86,2.82,0,2024,5,May,2,0,-1.261086036616202,-0.2583854225668745
SC-12645,2025-05-31,Antwerp,Shanghai,Road,Perishables,5720.73,344.88,2.56,8.5,Rain,0.51,5.86,1,2025,5,May,2,2,-0.41110523053372333,0.3721931997780514
SC-12646,2025-04-24,Dubai,Shanghai,Sea,Automotive,14373.6,257.77,1.75,0.8,Rain,0.987,24.49,1,2025,4,April,2,0,1.2143647979292815,-1.6401431118505614
SC-12647,2024-10-06,Busan,Rotterdam,Sea,Perishables,7755.82,100.88,1.87,7.2,Fog,0.611,21.16,0,2024,10,October,4,2,0.5278950101694406,0.380208830515548
SC-12648,2024-07-16,Antwerp,Rotterdam,Air,Perishables,6774.57,160.48,3.49,3.5,Clear,0.832,0.5,1,2024,7,July,3,1,-0.9183954003313785,0.4484449022337639
SC-12649,2024-04-25,Busan,Marseille,Road,Pharmaceuticals,7136.64,296.31,4.23,9.9,Rain,0.717,7.5,1,2024,4,April,2,1,-0.12146849006769353,0.8520429538636095
SC-12650,2024-12-04,Hamburg,Antwerp,Rail,Perishables,3528.8,37.04,2.5,3.0,Clear,0.53,3.21,1,2024,12,December,4,2,-1.2418964977821774,1.3919838789647052
SC-12651,2024-06-15,Rotterdam,Hamburg,Air,Pharmaceuticals,5846.25,74.58,1.79,2.4,Fog,0.736,0.5,0,2024,6,June,2,2,-1.0502143248435833,-0.01753028926411075
SC-12652,2025-04-14,Busan,Dubai,Road,Perishables,5862.29,37.55,2.14,5.7,Hurricane,0.758,35.25,1,2025,4,April,2,3,0.6968608568975527,0.21414239488254416
SC-12653,2025-10-25,Shanghai,Busan,Air,Textiles,1259.15,406.35,2.7,8.4,Hurricane,0.927,1.58,1,2025,10,October,4,0,-1.4445362421327497,-1.4002357976453927
SC-12654,2024-09-20,Shanghai,Los Angeles,Road,Electronics,11629.73,376.45,2.16,1.9,Storm,0.866,22.98,1,2024,9,September,3,0,0.7800000033920398,-1.3238862629193944
SC-12655,2024-07-09,Hamburg,Busan,Road,Automotive,6539.31,376.9,1.97,7.1,Storm,0.54,15.69,1,2024,7,July,3,3,0.07239308650198265,-0.24464640205080765
SC-12656,2024-01-15,Busan,Singapore,Road,Automotive,12421.61,358.45,3.63,0.6,Hurricane,0.605,49.853750000000005,1,2024,1,January,1,3,2.0126231584411722,0.7719192729215291
SC-12657,2024-12-11,Busan,Shanghai,Sea,Electronics,12830.05,335.02,1.23,9.2,Clear,0.656,26.24,1,2024,12,December,4,3,1.7118372075233634,-1.0638478788331793
SC-12658,2024-10-29,Los Angeles,Dubai,Rail,Textiles,3573.91,239.02,2.98,0.8,Clear,0.558,1.87,1,2024,10,October,4,1,-1.486633269621238,0.9227088579970567
SC-12659,2025-08-04,Rotterdam,Dubai,Sea,Automotive,10031.63,321.5,3.82,9.1,Storm,0.728,49.853750000000005,1,2025,8,August,3,3,2.1747123123799805,0.44407838715117387
SC-12660,2025-11-21,Singapore,Marseille,Rail,Textiles,7348.09,20.14,2.08,4.9,Hurricane,0.992,49.853750000000005,1,2025,11,November,4,3,1.4756652088548183,-0.6772127370208796
SC-12661,2024-07-16,Shanghai,Rotterdam,Air,Textiles,13262.27,311.11,3.19,4.5,Clear,0.757,1.1,0,2024,7,July,3,4,0.2519262990282887,0.01857999756326716
SC-12662,2024-06-28,Singapore,Shanghai,Sea,Textiles,3628.24,389.16,3.41,9.7,Rain,0.871,8.62,1,2024,6,June,2,1,-0.6706976478562334,-0.6467871272913678
SC-12663,2025-09-17,Shanghai,Antwerp,Rail,Electronics,10328.29,250.68,3.36,9.9,Fog,0.841,15.78,0,2025,9,September,3,1,0.77137143966947,-0.05911678657722655
SC-12664,2025-10-16,Busan,Shanghai,Sea,Electronics,9312.41,179.4,2.67,6.5,Rain,0.925,21.4,0,2025,10,October,4,1,0.6315427835501254,-0.5745022568303124
SC-12665,2025-02-19,Singapore,Dubai,Road,Pharmaceuticals,4781.87,139.44,2.34,1.3,Hurricane,0.608,24.83,1,2025,2,February,1,2,-0.22187495605402274,0.6313234876315521
SC-12666,2025-03-13,Rotterdam,Hamburg,Sea,Perishables,2480.71,321.76,3.96,5.1,Storm,0.877,11.3,1,2025,3,March,1,1,-1.0735624387675224,-0.012308644924485676
SC-12667,2025-06-11,Antwerp,Marseille,Rail,Perishables,9948.78,346.71,3.7,5.3,Storm,0.941,26.79,1,2025,6,June,2,1,0.8334885452463501,-0.512719128809411
SC-12668,2024-12-01,Dubai,Antwerp,Road,Pharmaceuticals,11209.66,435.61,2.26,5.1,Storm,0.586,25.13,1,2024,12,December,4,3,1.0854328903670805,-0.40120969472731455
SC-12669,2024-03-29,Rotterdam,Singapore,Sea,Textiles,5076.6,171.82,1.54,5.7,Hurricane,0.673,49.853750000000005,1,2024,3,March,1,3,1.2456322234733517,-0.339702464965334
SC-12670,2025-02-14,Hamburg,Rotterdam,Road,Electronics,9850.07,385.12,1.44,0.2,Storm,0.985,17.25,0,2025,2,February,1,0,0.1184182549884965,-2.2959969410402574
SC-12671,2025-11-16,Shanghai,Hamburg,Air,Electronics,6229.4,281.12,1.51,7.1,Hurricane,0.89,3.04,1,2025,11,November,4,0,-0.5947970177319025,-1.5928205254052443
SC-12672,2024-04-07,Shanghai,Marseille,Air,Textiles,10841.5,441.54,3.12,7.1,Rain,0.641,0.58,1,2024,4,April,2,4,0.03352599004918203,-0.06857402465034129
SC-12673,2024-07-08,Busan,Antwerp,Road,Automotive,3388.62,264.38,1.37,1.2,Storm,0.782,5.84,0,2024,7,July,3,0,-1.3081338902621216,-1.1479779325227675
SC-12674,2024-05-23,Busan,Shanghai,Rail,Automotive,13408.12,259.3,2.31,5.7,Fog,0.702,17.27,0,2024,5,May,2,3,1.12283994058689,-0.19983548440585625
SC-12675,2025-05-03,Los Angeles,Marseille,Air,Electronics,4667.44,289.36,3.69,5.7,Rain,0.745,0.5,0,2025,5,May,2,1,-1.1074981300892994,0.44148613435033907
SC-12676,2024-11-27,Hamburg,Marseille,Rail,Perishables,5832.9,374.91,2.17,6.8,Hurricane,0.678,43.62,1,2024,11,November,4,3,1.1279531008127461,-0.6535981694375433
SC-12677,2024-09-11,Busan,Hamburg,Road,Textiles,1342.33,482.38,3.72,0.9,Hurricane,0.64,6.69,1,2024,9,September,3,1,-1.698613418044535,0.23674625612286265
SC-12678,2024-01-07,Busan,Los Angeles,Rail,Perishables,2116.93,37.71,3.66,6.3,Hurricane,0.837,15.72,1,2024,1,January,1,1,-0.8112207892897839,0.9243755136486527
SC-12679,2024-09-24,Hamburg,Singapore,Sea,Electronics,7980.0,27.66,2.01,2.8,Clear,0.889,12.61,0,2024,9,September,3,0,-0.18205756510186025,-0.3067849065301864
SC-12680,2025-01-27,Dubai,Marseille,Road,Automotive,4380.09,468.84,3.61,5.1,Rain,0.937,3.27,0,2025,1,January,1,1,-1.130964876509953,-0.9946462533552052
SC-12681,2024-08-29,Singapore,Busan,Road,Pharmaceuticals,12614.46,265.41,3.67,7.7,Fog,0.578,15.87,1,2024,8,August,3,4,1.0465160046798758,1.16591152222579
SC-12682,2025-04-02,Singapore,Los Angeles,Air,Automotive,713.05,307.84,2.51,7.1,Storm,0.911,0.5,1,2025,4,April,2,0,-1.651675927008677,-1.1064770034894318
SC-12683,2024-09-30,Antwerp,Marseille,Rail,Perishables,5996.86,241.73,1.89,1.2,Rain,0.627,5.62,1,2024,9,September,3,2,-0.8736035299375632,-0.09704065773468884
SC-12684,2024-12-03,Shanghai,Hamburg,Sea,Perishables,5391.51,47.74,2.92,5.9,Hurricane,0.714,49.853750000000005,1,2024,12,December,4,3,1.2578700253206634,0.8721921193098431
SC-12685,2024-11-05,Antwerp,Rotterdam,Road,Electronics,780.25,384.28,4.24,9.7,Rain,0.951,0.5,1,2024,11,November,4,1,-1.5438414701263536,-0.38623818139544297
SC-12686,2025-08-19,Busan,Hamburg,Rail,Automotive,2303.34,373.87,3.31,1.6,Rain,0.727,1.89,0,2025,8,August,3,1,-1.701875560943204,-0.005192527275752584
SC-12687,2025-08-09,Dubai,Singapore,Road,Electronics,6497.82,156.54,1.77,8.5,Storm,0.599,16.89,1,2025,8,August,3,2,0.22626612021454362,0.14652872870172584
SC-12688,2024-01-12,Antwerp,Marseille,Road,Pharmaceuticals,7646.54,153.81,3.45,7.0,Storm,0.58,18.54,1,2024,1,January,1,4,0.323209977592708,1.3923810296718724
SC-12689,2024-09-24,Busan,Rotterdam,Air,Pharmaceuticals,6362.2,419.08,2.61,7.7,Clear,0.736,0.5,0,2024,9,September,3,0,-0.660251725733486,-0.7306219789006869
SC-12690,2025-10-31,Busan,Hamburg,Rail,Perishables,8198.6,37.11,3.15,2.8,Fog,0.881,10.69,0,2025,10,October,4,1,-0.2737563481156197,0.46748430423474835
SC-12691,2025-01-03,Singapore,Hamburg,Road,Automotive,9129.41,440.67,3.62,2.9,Storm,0.999,17.73,0,2025,1,January,1,1,0.11652235178312127,-1.0980248994922563
SC-12692,2025-12-10,Singapore,Marseille,Sea,Perishables,643.9,129.07,2.9,9.1,Clear,0.894,0.78,1,2025,12,December,4,2,-1.5093291769648167,-0.16837670419990095
SC-12693,2024-08-29,Rotterdam,Antwerp,Rail,Textiles,7229.38,296.9,3.89,3.6,Hurricane,0.939,46.85,1,2024,8,August,3,3,1.1551622667210395,-0.1973793500465943
SC-12694,2024-03-04,Hamburg,Los Angeles,Road,Textiles,14470.74,468.06,3.58,0.6,Rain,0.874,9.78,1,2024,3,March,1,0,0.5074325244071876,-0.6842460735019719
SC-12695,2025-11-14,Rotterdam,Singapore,Rail,Pharmaceuticals,8025.97,339.38,3.23,6.0,Storm,0.948,21.38,1,2025,11,November,4,1,0.3465942548135696,-0.8458161812070049
SC-12696,2024-05-01,Busan,Antwerp,Air,Pharmaceuticals,10324.36,207.8,1.7,1.2,Hurricane,0.538,4.91,1,2024,5,May,2,4,-0.16809305386659912,0.25723091846610824
SC-12697,2025-04-21,Antwerp,Rotterdam,Sea,Electronics,5022.03,345.08,3.96,8.0,Clear,0.965,9.46,0,2025,4,April,2,1,-0.5637032078576075,-0.46431985046462243
SC-12698,2024-11-10,Rotterdam,Hamburg,Road,Perishables,11722.87,172.65,4.29,6.4,Storm,0.698,27.48,1,2024,11,November,4,3,1.2785950285854468,1.4492616235732128
SC-12699,2024-06-12,Hamburg,Marseille,Sea,Perishables,11707.36,139.35,1.65,8.7,Fog,0.961,34.2,1,2024,6,June,2,3,1.7718936798334866,-1.290150363252226
SC-12700,2025-02-19,Antwerp,Busan,Air,Perishables,8058.79,498.34,2.81,7.8,Fog,0.538,0.5,1,2025,2,February,1,2,-0.3433226218438217,-0.09075643162193706
SC-12701,2025-12-03,Busan,Dubai,Rail,Pharmaceuticals,14652.2,375.64,2.05,1.1,Rain,0.858,12.66,0,2025,12,December,4,0,0.7685635899785559,-1.3419035630607374
SC-12702,2025-05-29,Shanghai,Marseille,Sea,Electronics,2320.48,322.72,3.69,3.8,Clear,0.868,4.16,0,2025,5,May,2,1,-1.4917350529027775,-0.14699896698188308
SC-12703,2025-12-21,Busan,Los Angeles,Road,Perishables,745.74,178.29,3.58,7.7,Rain,0.998,0.5,0,2025,12,December,4,1,-1.6565832855994482,-0.2722757731225471
SC-12704,2024-11-14,Busan,Los Angeles,Air,Perishables,11667.29,25.53,1.66,4.2,Rain,0.884,0.65,1,2024,11,November,4,0,0.002693540085731955,-0.5170937353998515
SC-12705,2025-12-07,Busan,Singapore,Air,Electronics,12203.76,16.5,4.09,9.7,Fog,0.691,1.96,1,2025,12,December,4,4,0.48052061329807716,1.8641696989816332
SC-12706,2024-04-30,Rotterdam,Dubai,Rail,Textiles,2243.0,277.54,1.8,7.4,Clear,0.779,1.91,0,2024,4,April,2,0,-1.2580003495660643,-0.9622862954147362
SC-12707,2025-10-16,Singapore,Los Angeles,Air,Pharmaceuticals,4350.95,381.25,3.83,0.2,Clear,0.683,0.5,0,2025,10,October,4,1,-1.5358583434623267,0.5179947607539679
SC-12708,2024-10-29,Antwerp,Shanghai,Road,Pharmaceuticals,754.51,269.15,2.71,8.8,Hurricane,0.598,5.81,1,2024,10,October,4,2,-1.2229853390179426,0.37543235461113866
SC-12709,2025-01-11,Hamburg,Marseille,Rail,Pharmaceuticals,4752.97,420.55,2.28,1.0,Fog,0.624,5.57,1,2025,1,January,1,2,-1.1210155993773476,-0.4511605695248874
SC-12710,2025-09-21,Busan,Marseille,Air,Perishables,11710.56,17.68,1.72,1.4,Rain,0.611,1.22,1,2025,9,September,3,4,-0.09411173521596992,0.6562897272173549
SC-12711,2024-08-14,Antwerp,Marseille,Sea,Perishables,8010.43,184.01,1.75,7.3,Hurricane,0.774,49.853750000000005,1,2024,8,August,3,3,1.8007932996477716,-0.6457651559078518
SC-12712,2024-08-12,Dubai,Marseille,Air,Perishables,5547.39,119.3,3.38,8.6,Hurricane,0.953,4.07,1,2024,8,August,3,1,-0.6311486131409083,-0.01984991675724334
SC-12713,2024-05-16,Hamburg,Antwerp,Rail,Textiles,5890.22,224.19,3.02,5.4,Storm,0.956,15.18,1,2024,5,May,2,1,-0.30095698523583403,-0.6123652555472736
SC-12714,2025-05-04,Dubai,Busan,Road,Automotive,519.63,37.12,1.6,2.9,Storm,0.527,0.81,1,2025,5,May,2,2,-1.8098869881642017,0.7843837968167876
